"","Mort_C","Strain","Insecticide"
"500",0.0490128716659611,"VK72014","Permethrin"
"501",0.0478027883929266,"VK72014","Permethrin"
"502",0.047464013606903,"VK72014","Permethrin"
"503",0.067288498684372,"VK72014","Permethrin"
"504",0.0707145231767685,"VK72014","Permethrin"
"505",0.018855450340335,"VK72014","Permethrin"
"506",0.0810769330718617,"VK72014","Permethrin"
"507",0.061455793922846,"VK72014","Permethrin"
"508",0.0478648126852177,"VK72014","Permethrin"
"509",0.0454771699640974,"VK72014","Permethrin"
"510",0.0895101087781901,"VK72014","Permethrin"
"511",0.0384652403308638,"VK72014","Permethrin"
"512",0.0543569607265548,"VK72014","Permethrin"
"513",0.0893807701156995,"VK72014","Permethrin"
"514",0.0402390268846469,"VK72014","Permethrin"
"515",0.0666014347544339,"VK72014","Permethrin"
"516",0.101994105468703,"VK72014","Permethrin"
"517",0.140403099518058,"VK72014","Permethrin"
"518",0.0275417850422311,"VK72014","Permethrin"
"519",0.07734648705044,"VK72014","Permethrin"
"520",0.08072766078786,"VK72014","Permethrin"
"521",0.0247460692660702,"VK72014","Permethrin"
"522",0.0678624982485307,"VK72014","Permethrin"
"523",0.0495650738312956,"VK72014","Permethrin"
"524",0.085489663127994,"VK72014","Permethrin"
"525",0.0857429110156885,"VK72014","Permethrin"
"526",0.0556876236214873,"VK72014","Permethrin"
"527",0.0715992991081875,"VK72014","Permethrin"
"528",0.106898053809208,"VK72014","Permethrin"
"529",0.0607286084728967,"VK72014","Permethrin"
"530",0.0554172738905425,"VK72014","Permethrin"
"531",0.0730594649916752,"VK72014","Permethrin"
"532",0.0464632508174814,"VK72014","Permethrin"
"533",0.0817577513467379,"VK72014","Permethrin"
"534",0.0370054613577446,"VK72014","Permethrin"
"535",0.0794358747825133,"VK72014","Permethrin"
"536",0.0885221572910003,"VK72014","Permethrin"
"537",0.0512573794684259,"VK72014","Permethrin"
"538",0.0964630469259422,"VK72014","Permethrin"
"539",0.0805331356085625,"VK72014","Permethrin"
"540",0.0564861191167058,"VK72014","Permethrin"
"541",0.0939996980118176,"VK72014","Permethrin"
"542",0.0351671609364753,"VK72014","Permethrin"
"543",0.0518252256185276,"VK72014","Permethrin"
"544",0.0420008071542586,"VK72014","Permethrin"
"545",0.0520912529288219,"VK72014","Permethrin"
"546",0.0757275510351648,"VK72014","Permethrin"
"547",0.0481867265048365,"VK72014","Permethrin"
"548",0.104926575993614,"VK72014","Permethrin"
"549",0.036206809417953,"VK72014","Permethrin"
"550",0.0816359058389027,"VK72014","Permethrin"
"551",0.0703164661565502,"VK72014","Permethrin"
"552",0.0766392746905492,"VK72014","Permethrin"
"553",0.0228003049307704,"VK72014","Permethrin"
"554",0.0805059437823332,"VK72014","Permethrin"
"555",0.0504469655080154,"VK72014","Permethrin"
"556",0.0726531453841367,"VK72014","Permethrin"
"557",0.0453496752132946,"VK72014","Permethrin"
"558",0.0843370096695687,"VK72014","Permethrin"
"559",0.0503130505091771,"VK72014","Permethrin"
"560",0.105835147297044,"VK72014","Permethrin"
